latitude,longitude
42.1015,-87.77374
42.1015,-87.77374
42.1015,-87.77362
42.1015,-87.77362
42.1015,-87.7735
42.1015,-87.7735
42.10149,-87.77339
42.10149,-87.77339
42.10149,-87.77326
42.10149,-87.77326
42.10149,-87.77313
42.10149,-87.77313
42.10149,-87.773
42.10149,-87.773
42.10147,-87.77287
42.10147,-87.77287
42.10147,-87.77273
42.10147,-87.77273
42.10147,-87.7726
42.10147,-87.7726
42.10147,-87.77248
42.10147,-87.77248
42.10146,-87.77235
42.10146,-87.77235
42.10146,-87.77224
42.10146,-87.77224
42.10146,-87.77212
42.10146,-87.77212
42.10146,-87.77201
42.10146,-87.77201
42.10146,-87.77191
42.10146,-87.77191
42.10145,-87.77181
42.10145,-87.77181
42.10144,-87.77172
42.10144,-87.77172
42.10144,-87.77163
42.10144,-87.77163
42.10144,-87.77156
42.10144,-87.77156
42.10144,-87.77149
42.10144,-87.77149
42.10143,-87.77143
42.10143,-87.77143
42.10143,-87.77139
42.10143,-87.77139
42.10142,-87.77135
42.10142,-87.77135
42.10142,-87.77132
42.10142,-87.77132
42.10142,-87.77131
42.10142,-87.77131
42.10142,-87.77131
42.10142,-87.77131
42.10141,-87.77131
42.10141,-87.77131
42.10141,-87.77131
42.10141,-87.77131
42.1014,-87.77132
42.1014,-87.77132
42.1014,-87.77132
42.1014,-87.77132
42.1014,-87.77132
42.1014,-87.77132
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77131
42.1014,-87.77129
42.1014,-87.77129
42.10139,-87.77127
42.10139,-87.77127
42.10139,-87.77122
42.10139,-87.77122
42.10139,-87.77115
42.10139,-87.77115
42.10139,-87.77107
42.10139,-87.77107
42.10139,-87.77099
42.10139,-87.77099
42.10139,-87.77089
42.10139,-87.77089
42.10138,-87.77078
42.10138,-87.77078
42.10137,-87.77066
42.10137,-87.77066
42.10138,-87.77053
42.10138,-87.77053
42.10138,-87.77038
42.10138,-87.77038
42.10138,-87.77023
42.10138,-87.77023
42.10138,-87.77008
42.10138,-87.77008
42.10138,-87.76991
42.10138,-87.76991
42.10138,-87.76973
42.10138,-87.76973
42.10138,-87.76955
42.10138,-87.76955
42.10137,-87.76936
42.10137,-87.76936
42.10136,-87.76919
42.10136,-87.76919
42.10134,-87.76901
42.10134,-87.76901
42.1013,-87.76884
42.1013,-87.76884
42.10127,-87.76867
42.10127,-87.76867
42.10123,-87.7685
42.10123,-87.7685
42.10118,-87.76833
42.10118,-87.76833
42.10113,-87.76817
42.10113,-87.76817
42.10106,-87.76802
42.10106,-87.76802
42.10097,-87.76785
42.10097,-87.76785
42.10087,-87.76769
42.10087,-87.76769
42.10077,-87.76754
42.10077,-87.76754
42.10064,-87.76741
42.10064,-87.76741
42.10051,-87.7673
42.10051,-87.7673
42.10036,-87.7672
42.10036,-87.7672
42.1002,-87.7671
42.1002,-87.7671
42.10004,-87.76699
42.10004,-87.76699
42.09986,-87.76687
42.09986,-87.76687
42.09967,-87.76674
42.09967,-87.76674
42.09947,-87.76661
42.09947,-87.76661
42.09926,-87.76647
42.09926,-87.76647
42.09905,-87.76632
42.09905,-87.76632
42.09883,-87.76618
42.09883,-87.76618
42.09862,-87.76604
42.09862,-87.76604
42.09839,-87.76589
42.09839,-87.76589
42.09817,-87.76575
42.09817,-87.76575
42.09793,-87.7656
42.09793,-87.7656
42.09769,-87.76545
42.09769,-87.76545
42.09746,-87.76529
42.09746,-87.76529
42.09722,-87.76514
42.09722,-87.76514
42.09698,-87.76499
42.09698,-87.76499
42.09675,-87.76484
42.09675,-87.76484
42.09651,-87.76469
42.09651,-87.76469
42.09628,-87.76453
42.09628,-87.76453
42.09604,-87.76438
42.09604,-87.76438
42.0958,-87.76422
42.0958,-87.76422
42.09556,-87.76407
42.09556,-87.76407
42.09532,-87.76391
42.09532,-87.76391
42.09508,-87.76375
42.09508,-87.76375
42.09483,-87.76359
42.09483,-87.76359
42.09459,-87.76343
42.09459,-87.76343
42.09434,-87.76327
42.09434,-87.76327
42.0941,-87.76312
42.0941,-87.76312
42.09387,-87.76296
42.09387,-87.76296
42.09364,-87.76281
42.09364,-87.76281
42.0934,-87.76266
42.0934,-87.76266
42.09318,-87.76251
42.09318,-87.76251
42.09295,-87.76237
42.09295,-87.76237
42.09274,-87.76223
42.09274,-87.76223
42.09252,-87.76209
42.09252,-87.76209
42.0923,-87.76195
42.0923,-87.76195
42.09209,-87.76182
42.09209,-87.76182
42.09188,-87.76169
42.09188,-87.76169
42.09167,-87.76156
42.09167,-87.76156
42.09147,-87.76142
42.09147,-87.76142
42.09127,-87.76129
42.09127,-87.76129
42.09108,-87.76117
42.09108,-87.76117
42.09089,-87.76105
42.09089,-87.76105
42.09071,-87.76093
42.09071,-87.76093
42.09053,-87.76082
42.09053,-87.76082
42.09035,-87.7607
42.09035,-87.7607
42.09017,-87.76058
42.09017,-87.76058
42.08999,-87.76047
42.08999,-87.76047
42.08981,-87.76035
42.08981,-87.76035
42.08962,-87.76023
42.08962,-87.76023
42.08943,-87.76012
42.08943,-87.76012
42.08924,-87.76
42.08924,-87.76
42.08906,-87.75989
42.08906,-87.75989
42.08889,-87.75978
42.08889,-87.75978
42.08872,-87.75969
42.08872,-87.75969
42.08854,-87.7596
42.08854,-87.7596
42.08835,-87.7595
42.08835,-87.7595
42.08815,-87.75942
42.08815,-87.75942
42.08794,-87.75932
42.08794,-87.75932
42.08772,-87.75923
42.08772,-87.75923
42.08748,-87.75913
42.08748,-87.75913
42.08725,-87.75905
42.08725,-87.75905
42.08702,-87.75898
42.08702,-87.75898
42.08677,-87.75892
42.08677,-87.75892
42.08653,-87.75886
42.08653,-87.75886
42.08628,-87.75882
42.08628,-87.75882
42.08602,-87.75877
42.08602,-87.75877
42.08576,-87.75874
42.08576,-87.75874
42.08549,-87.75871
42.08549,-87.75871
42.08523,-87.7587
42.08523,-87.7587
42.08496,-87.75868
42.08496,-87.75868
42.08469,-87.75868
42.08469,-87.75868
42.08442,-87.75869
42.08442,-87.75869
42.08417,-87.75869
42.08417,-87.75869
42.08392,-87.75868
42.08392,-87.75868
42.08367,-87.75868
42.08367,-87.75868
42.08343,-87.75868
42.08343,-87.75868
42.08317,-87.75868
42.08317,-87.75868
42.08292,-87.7587
42.08292,-87.7587
42.08268,-87.7587
42.08268,-87.7587
42.08242,-87.75871
42.08242,-87.75871
42.08219,-87.75872
42.08219,-87.75872
42.08195,-87.75872
42.08195,-87.75872
42.08172,-87.75873
42.08172,-87.75873
42.08149,-87.75874
42.08149,-87.75874
42.08127,-87.75874
42.08127,-87.75874
42.08104,-87.75874
42.08104,-87.75874
42.08082,-87.75874
42.08082,-87.75874
42.08061,-87.75874
42.08061,-87.75874
42.08038,-87.75876
42.08038,-87.75876
42.08017,-87.75876
42.08017,-87.75876
42.07994,-87.75878
42.07994,-87.75878
42.07971,-87.75879
42.07971,-87.75879
42.07949,-87.7588
42.07949,-87.7588
42.07922,-87.75883
42.07922,-87.75883
42.079,-87.75882
42.079,-87.75882
42.07877,-87.75882
42.07877,-87.75882
42.07854,-87.75883
42.07854,-87.75883
42.07831,-87.75883
42.07831,-87.75883
42.07807,-87.75882
42.07807,-87.75882
42.07787,-87.75882
42.07787,-87.75882
42.07765,-87.75883
42.07765,-87.75883
42.07743,-87.75883
42.07743,-87.75883
42.07722,-87.75884
42.07722,-87.75884
42.07703,-87.75886
42.07703,-87.75886
42.07685,-87.75886
42.07685,-87.75886
42.07664,-87.75886
42.07664,-87.75886
42.07643,-87.75888
42.07643,-87.75888
42.07623,-87.75888
42.07623,-87.75888
42.07604,-87.75887
42.07604,-87.75887
42.07584,-87.75888
42.07584,-87.75888
42.07565,-87.75888
42.07565,-87.75888
42.07545,-87.75889
42.07545,-87.75889
42.07524,-87.75889
42.07524,-87.75889
42.07504,-87.75888
42.07504,-87.75888
42.07484,-87.75889
42.07484,-87.75889
42.07463,-87.75889
42.07463,-87.75889
42.07443,-87.75889
42.07443,-87.75889
42.07423,-87.7589
42.07423,-87.7589
42.07402,-87.75889
42.07402,-87.75889
42.0738,-87.75889
42.0738,-87.75889
42.07359,-87.75888
42.07359,-87.75888
42.07338,-87.75885
42.07338,-87.75885
42.07318,-87.75881
42.07318,-87.75881
42.07295,-87.75878
42.07295,-87.75878
42.07273,-87.75873
42.07273,-87.75873
42.07251,-87.75868
42.07251,-87.75868
42.07229,-87.75862
42.07229,-87.75862
42.07208,-87.75856
42.07208,-87.75856
42.07186,-87.7585
42.07186,-87.7585
42.07165,-87.75842
42.07165,-87.75842
42.07144,-87.75834
42.07144,-87.75834
42.07123,-87.75825
42.07123,-87.75825
42.07103,-87.75816
42.07103,-87.75816
42.07083,-87.75807
42.07083,-87.75807
42.07062,-87.75796
42.07062,-87.75796
42.07042,-87.75786
42.07042,-87.75786
42.07022,-87.75774
42.07022,-87.75774
42.07004,-87.75763
42.07004,-87.75763
42.06986,-87.75752
42.06986,-87.75752
42.06969,-87.75741
42.06969,-87.75741
42.06953,-87.75731
42.06953,-87.75731
42.06936,-87.7572
42.06936,-87.7572
42.0692,-87.7571
42.0692,-87.7571
42.06903,-87.75699
42.06903,-87.75699
42.06887,-87.75688
42.06887,-87.75688
42.06871,-87.75678
42.06871,-87.75678
42.06856,-87.75669
42.06856,-87.75669
42.06839,-87.75659
42.06839,-87.75659
42.06824,-87.75648
42.06824,-87.75648
42.06808,-87.75637
42.06808,-87.75637
42.06791,-87.75625
42.06791,-87.75625
42.0677,-87.75612
42.0677,-87.75612
42.0675,-87.75599
42.0675,-87.75599
42.06728,-87.75586
42.06728,-87.75586
42.06705,-87.75573
42.06705,-87.75573
42.06681,-87.75561
42.06681,-87.75561
42.06657,-87.7555
42.06657,-87.7555
42.06631,-87.7554
42.06631,-87.7554
42.06607,-87.7553
42.06607,-87.7553
42.0658,-87.7552
42.0658,-87.7552
42.06552,-87.75512
42.06552,-87.75512
42.06527,-87.75505
42.06527,-87.75505
42.065,-87.75498
42.065,-87.75498
42.06472,-87.75494
42.06472,-87.75494
42.06443,-87.75491
42.06443,-87.75491
42.06413,-87.75489
42.06413,-87.75489
42.06382,-87.75489
42.06382,-87.75489
42.06351,-87.7549
42.06351,-87.7549
42.06321,-87.75492
42.06321,-87.75492
42.06289,-87.75497
42.06289,-87.75497
42.06258,-87.75503
42.06258,-87.75503
42.06227,-87.75508
42.06227,-87.75508
42.06197,-87.75517
42.06197,-87.75517
42.06169,-87.75527
42.06169,-87.75527
42.06141,-87.75539
42.06141,-87.75539
42.06114,-87.7555
42.06114,-87.7555
42.06089,-87.75562
42.06089,-87.75562
42.06064,-87.75575
42.06064,-87.75575
42.0604,-87.75589
42.0604,-87.75589
42.06019,-87.75603
42.06019,-87.75603
42.06001,-87.75616
42.06001,-87.75616
42.05984,-87.75629
42.05984,-87.75629
42.05968,-87.75641
42.05968,-87.75641
42.05953,-87.75654
42.05953,-87.75654
42.05938,-87.75666
42.05938,-87.75666
42.05924,-87.75679
42.05924,-87.75679
42.0591,-87.75691
42.0591,-87.75691
42.05895,-87.75705
42.05895,-87.75705
42.05881,-87.75719
42.05881,-87.75719
42.05867,-87.75734
42.05867,-87.75734
42.05852,-87.7575
42.05852,-87.7575
42.05837,-87.75765
42.05837,-87.75765
42.05824,-87.75781
42.05824,-87.75781
42.05809,-87.75796
42.05809,-87.75796
42.05792,-87.75812
42.05792,-87.75812
42.05777,-87.75828
42.05777,-87.75828
42.05761,-87.75844
42.05761,-87.75844
42.05744,-87.75861
42.05744,-87.75861
42.05727,-87.75878
42.05727,-87.75878
42.05709,-87.75896
42.05709,-87.75896
42.05693,-87.75912
42.05693,-87.75912
42.05676,-87.75929
42.05676,-87.75929
42.0566,-87.75947
42.0566,-87.75947
42.05642,-87.75964
42.05642,-87.75964
42.05624,-87.75981
42.05624,-87.75981
42.05605,-87.75998
42.05605,-87.75998
42.05587,-87.76014
42.05587,-87.76014
42.05567,-87.76031
42.05567,-87.76031
42.05547,-87.76045
42.05547,-87.76045
42.05527,-87.7606
42.05527,-87.7606
42.05506,-87.76074
42.05506,-87.76074
42.05485,-87.76087
42.05485,-87.76087
42.05464,-87.761
42.05464,-87.761
42.05441,-87.76113
42.05441,-87.76113
42.05419,-87.76127
42.05419,-87.76127
42.05396,-87.76141
42.05396,-87.76141
42.05371,-87.76148
42.05371,-87.76148
42.05346,-87.76159
42.05346,-87.76159
42.0532,-87.76167
42.0532,-87.76167
42.05293,-87.76174
42.05293,-87.76174
42.05268,-87.76181
42.05268,-87.76181
42.05243,-87.76187
42.05243,-87.76187
42.05217,-87.76193
42.05217,-87.76193
42.0519,-87.76198
42.0519,-87.76198
42.05165,-87.76201
42.05165,-87.76201
42.05139,-87.76203
42.05139,-87.76203
42.05112,-87.76205
42.05112,-87.76205
42.05084,-87.76208
42.05084,-87.76208
42.05056,-87.76211
42.05056,-87.76211
42.05033,-87.7621
42.05033,-87.7621
42.05008,-87.76209
42.05008,-87.76209
42.04985,-87.76209
42.04985,-87.76209
42.0496,-87.7621
42.0496,-87.7621
42.04933,-87.76211
42.04933,-87.76211
42.04911,-87.76211
42.04911,-87.76211
42.04887,-87.76211
42.04887,-87.76211
42.04863,-87.76211
42.04863,-87.76211
42.0484,-87.76211
42.0484,-87.76211
42.04816,-87.76211
42.04816,-87.76211
42.04792,-87.76212
42.04792,-87.76212
42.04768,-87.76213
42.04768,-87.76213
42.04744,-87.76214
42.04744,-87.76214
42.04722,-87.76215
42.04722,-87.76215
42.04699,-87.76216
42.04699,-87.76216
42.04675,-87.76217
42.04675,-87.76217
42.04656,-87.76219
42.04656,-87.76219
42.04634,-87.76219
42.04634,-87.76219
42.04608,-87.76219
42.04608,-87.76219
42.04584,-87.76219
42.04584,-87.76219
42.04559,-87.76219
42.04559,-87.76219
42.04534,-87.7622
42.04534,-87.7622
42.04508,-87.76221
42.04508,-87.76221
42.04484,-87.76222
42.04484,-87.76222
42.0446,-87.76224
42.0446,-87.76224
42.04436,-87.76224
42.04436,-87.76224
42.04413,-87.76225
42.04413,-87.76225
42.04388,-87.76227
42.04388,-87.76227
42.04363,-87.76229
42.04363,-87.76229
42.04339,-87.76233
42.04339,-87.76233
42.04315,-87.76237
42.04315,-87.76237
42.04291,-87.76242
42.04291,-87.76242
42.04266,-87.76248
42.04266,-87.76248
42.04241,-87.76255
42.04241,-87.76255
42.04216,-87.76262
42.04216,-87.76262
42.0419,-87.76271
42.0419,-87.76271
42.04166,-87.7628
42.04166,-87.7628
42.04143,-87.76291
42.04143,-87.76291
42.04119,-87.76302
42.04119,-87.76302
42.04096,-87.76314
42.04096,-87.76314
42.04071,-87.76327
42.04071,-87.76327
42.04045,-87.7634
42.04045,-87.7634
42.04025,-87.76354
42.04025,-87.76354
42.04003,-87.76369
42.04003,-87.76369
42.03982,-87.76383
42.03982,-87.76383
42.03962,-87.76399
42.03962,-87.76399
42.03943,-87.76415
42.03943,-87.76415
42.03924,-87.76431
42.03924,-87.76431
42.03905,-87.76449
42.03905,-87.76449
42.03885,-87.76467
42.03885,-87.76467
42.03866,-87.76485
42.03866,-87.76485
42.03847,-87.76505
42.03847,-87.76505
42.03828,-87.76526
42.03828,-87.76526
42.0381,-87.76547
42.0381,-87.76547
42.0379,-87.76569
42.0379,-87.76569
42.0377,-87.76591
42.0377,-87.76591
42.0375,-87.76612
42.0375,-87.76612
42.03729,-87.76632
42.03729,-87.76632
42.03709,-87.76652
42.03709,-87.76652
42.03687,-87.7667
42.03687,-87.7667
42.03667,-87.76688
42.03667,-87.76688
42.03645,-87.76704
42.03645,-87.76704
42.03624,-87.7672
42.03624,-87.7672
42.03602,-87.76735
42.03602,-87.76735
42.0358,-87.7675
42.0358,-87.7675
42.03558,-87.76764
42.03558,-87.76764
42.03533,-87.76777
42.03533,-87.76777
42.03509,-87.76788
42.03509,-87.76788
42.03486,-87.76801
42.03486,-87.76801
42.03463,-87.76812
42.03463,-87.76812
42.03439,-87.76825
42.03439,-87.76825
42.03414,-87.76835
42.03414,-87.76835
42.03387,-87.76842
42.03387,-87.76842
42.0336,-87.7685
42.0336,-87.7685
42.03333,-87.76857
42.03333,-87.76857
42.03307,-87.76864
42.03307,-87.76864
42.0328,-87.76869
42.0328,-87.76869
42.03254,-87.76873
42.03254,-87.76873
42.03228,-87.76875
42.03228,-87.76875
42.03202,-87.76876
42.03202,-87.76876
42.03175,-87.76878
42.03175,-87.76878
42.03147,-87.76878
42.03147,-87.76878
42.03122,-87.76879
42.03122,-87.76879
42.03096,-87.7688
42.03096,-87.7688
42.03069,-87.76882
42.03069,-87.76882
42.03043,-87.76882
42.03043,-87.76882
42.03015,-87.76883
42.03015,-87.76883
42.02988,-87.76884
42.02988,-87.76884
42.02961,-87.76885
42.02961,-87.76885
42.02935,-87.76884
42.02935,-87.76884
42.02907,-87.76885
42.02907,-87.76885
42.02879,-87.76886
42.02879,-87.76886
42.02852,-87.76886
42.02852,-87.76886
42.02824,-87.76888
42.02824,-87.76888
42.02796,-87.76889
42.02796,-87.76889
42.02767,-87.76891
42.02767,-87.76891
42.02738,-87.7689
42.02738,-87.7689
42.02709,-87.76888
42.02709,-87.76888
42.0268,-87.76885
42.0268,-87.76885
42.02649,-87.76883
42.02649,-87.76883
42.0262,-87.76878
42.0262,-87.76878
42.0259,-87.7687
42.0259,-87.7687
42.02562,-87.76863
42.02562,-87.76863
42.02536,-87.76856
42.02536,-87.76856
42.02508,-87.76845
42.02508,-87.76845
42.0248,-87.76834
42.0248,-87.76834
42.02452,-87.76824
42.02452,-87.76824
42.02424,-87.76809
42.02424,-87.76809
42.02396,-87.76794
42.02396,-87.76794
42.02368,-87.76779
42.02368,-87.76779
42.02342,-87.76762
42.02342,-87.76762
42.02315,-87.76744
42.02315,-87.76744
42.02291,-87.76725
42.02291,-87.76725
42.02267,-87.76705
42.02267,-87.76705
42.02243,-87.76684
42.02243,-87.76684
42.02218,-87.76664
42.02218,-87.76664
42.02195,-87.76642
42.02195,-87.76642
42.02172,-87.76618
42.02172,-87.76618
42.0215,-87.76595
42.0215,-87.76595
42.02128,-87.7657
42.02128,-87.7657
42.02107,-87.76545
42.02107,-87.76545
42.02085,-87.76518
42.02085,-87.76518
42.02064,-87.7649
42.02064,-87.7649
42.02044,-87.76462
42.02044,-87.76462
42.02024,-87.76433
42.02024,-87.76433
42.02005,-87.76403
42.02005,-87.76403
42.01988,-87.76373
42.01988,-87.76373
42.01971,-87.76344
42.01971,-87.76344
42.01954,-87.76314
42.01954,-87.76314
42.01939,-87.76285
42.01939,-87.76285
42.01924,-87.76256
42.01924,-87.76256
42.01908,-87.76227
42.01908,-87.76227
42.01892,-87.76198
42.01892,-87.76198
42.01876,-87.76169
42.01876,-87.76169
42.0186,-87.7614
42.0186,-87.7614
42.01844,-87.76111
42.01844,-87.76111
42.01828,-87.76081
42.01828,-87.76081
42.01812,-87.76051
42.01812,-87.76051
42.01795,-87.7602
42.01795,-87.7602
42.01778,-87.7599
42.01778,-87.7599
42.01763,-87.75962
42.01763,-87.75962
42.01748,-87.75934
42.01748,-87.75934
42.01733,-87.75906
42.01733,-87.75906
42.01718,-87.75879
42.01718,-87.75879
42.01703,-87.75851
42.01703,-87.75851
42.01687,-87.75822
42.01687,-87.75822
42.01672,-87.75794
42.01672,-87.75794
42.01656,-87.75765
42.01656,-87.75765
42.01641,-87.75738
42.01641,-87.75738
42.01626,-87.75711
42.01626,-87.75711
42.01611,-87.75684
42.01611,-87.75684
42.01595,-87.75657
42.01595,-87.75657
42.0158,-87.75629
42.0158,-87.75629
42.01565,-87.75601
42.01565,-87.75601
42.01549,-87.75573
42.01549,-87.75573
42.01533,-87.75544
42.01533,-87.75544
42.01517,-87.75515
42.01517,-87.75515
42.01502,-87.75486
42.01502,-87.75486
42.01487,-87.75458
42.01487,-87.75458
42.01472,-87.75431
42.01472,-87.75431
42.01457,-87.75405
42.01457,-87.75405
42.01443,-87.75379
42.01443,-87.75379
42.01427,-87.75354
42.01427,-87.75354
42.01411,-87.7533
42.01411,-87.7533
42.01395,-87.75306
42.01395,-87.75306
