Latitude,Longitude,Speed,Heading,Timestamp
41.94351,-87.68205,5,309.1,2018-09-21 15:16:06:326
41.94351,-87.68206,4.9,304,2018-09-21 15:16:06:825
41.94351,-87.68206,4.9,304,2018-09-21 15:16:07:326
41.9435,-87.68206,4.6,300.7,2018-09-21 15:16:07:826
41.9435,-87.68206,4.6,300.7,2018-09-21 15:16:08:326
41.94348,-87.6821,5.4,290.3,2018-09-21 15:16:08:826
41.94348,-87.6821,5.4,290.3,2018-09-21 15:16:09:326
41.94346,-87.68214,5.6,283.5,2018-09-21 15:16:09:826
41.94346,-87.68214,5.6,283.5,2018-09-21 15:16:10:326
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:10:826
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:11:326
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:11:825
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:12:326
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:12:825
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:13:326
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:13:826
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:14:326
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:14:826
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:15:326
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:15:826
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:16:326
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:16:827
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:17:326
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:17:826
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:18:326
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:18:826
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:19:326
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:19:826
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:20:326
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:20:827
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:21:328
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:21:826
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:22:326
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:22:826
41.94346,-87.68217,5.4,285.3,2018-09-21 15:16:23:327
41.9434,-87.68299,7.6,279.7,2018-09-21 15:16:23:826
41.9434,-87.68299,7.6,279.7,2018-09-21 15:16:24:326
41.94339,-87.68295,6.1,282.2,2018-09-21 15:16:24:826
41.94339,-87.68295,6.1,282.2,2018-09-21 15:16:25:326
41.9434,-87.68294,5.4,290.8,2018-09-21 15:16:25:825
41.9434,-87.68294,5.4,290.8,2018-09-21 15:16:26:326
41.9434,-87.68294,5.4,290.8,2018-09-21 15:16:26:826
41.9434,-87.68294,5.4,290.8,2018-09-21 15:16:27:326
41.94341,-87.68294,5.1,292.3,2018-09-21 15:16:27:825
41.94341,-87.68294,5.1,292.3,2018-09-21 15:16:28:326
41.94341,-87.68295,5.1,293.9,2018-09-21 15:16:28:826
41.94341,-87.68295,5.1,293.9,2018-09-21 15:16:29:326
41.94342,-87.68295,5.1,295.6,2018-09-21 15:16:29:826
41.94342,-87.68295,5.1,295.6,2018-09-21 15:16:30:326
41.94342,-87.68296,5.1,295.6,2018-09-21 15:16:30:826
41.94342,-87.68296,5.1,295.6,2018-09-21 15:16:31:326
41.94342,-87.68294,2.4,290.1,2018-09-21 15:16:31:826
41.94342,-87.68294,2.4,290.1,2018-09-21 15:16:32:326
41.94334,-87.68272,1,239.6,2018-09-21 15:16:32:826
41.94334,-87.68272,1,239.6,2018-09-21 15:16:33:325
41.9433,-87.68245,2.3,28.4,2018-09-21 15:16:33:826
41.9433,-87.68245,2.3,28.4,2018-09-21 15:16:34:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:34:825
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:35:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:35:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:36:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:36:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:37:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:37:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:38:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:38:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:39:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:39:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:40:327
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:40:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:41:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:41:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:42:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:42:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:43:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:43:827
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:44:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:44:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:45:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:45:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:46:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:46:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:47:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:47:825
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:48:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:48:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:49:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:49:827
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:50:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:50:827
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:51:327
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:51:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:52:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:52:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:53:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:53:827
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:54:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:54:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:55:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:55:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:56:327
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:56:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:57:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:57:827
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:58:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:58:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:59:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:16:59:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:00:325
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:00:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:01:327
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:01:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:02:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:02:825
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:03:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:03:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:04:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:04:827
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:05:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:05:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:06:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:06:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:07:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:07:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:08:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:08:828
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:09:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:09:827
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:10:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:10:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:11:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:11:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:12:327
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:12:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:13:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:13:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:14:327
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:14:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:15:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:15:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:16:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:16:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:17:327
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:17:827
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:18:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:18:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:19:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:19:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:20:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:20:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:21:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:21:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:22:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:22:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:23:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:23:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:24:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:24:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:25:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:25:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:26:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:26:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:27:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:27:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:28:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:28:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:29:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:29:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:30:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:30:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:31:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:31:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:32:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:32:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:33:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:33:825
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:34:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:34:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:35:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:35:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:36:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:36:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:37:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:37:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:38:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:38:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:39:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:39:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:40:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:40:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:41:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:41:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:42:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:42:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:43:327
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:43:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:44:327
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:44:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:45:327
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:45:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:46:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:46:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:47:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:47:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:48:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:48:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:49:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:49:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:50:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:50:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:51:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:51:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:52:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:52:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:53:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:53:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:54:327
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:54:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:55:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:55:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:56:325
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:56:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:57:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:57:827
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:58:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:58:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:59:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:17:59:825
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:00:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:00:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:01:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:01:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:02:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:02:827
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:03:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:03:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:04:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:04:827
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:05:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:05:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:06:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:06:825
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:07:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:07:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:08:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:08:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:09:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:09:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:10:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:10:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:11:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:11:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:12:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:12:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:13:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:13:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:14:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:14:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:15:327
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:15:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:16:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:16:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:17:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:17:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:18:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:18:827
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:19:328
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:19:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:20:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:20:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:21:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:21:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:22:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:22:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:23:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:23:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:24:326
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:24:826
41.9433,-87.68238,3.1,29.9,2018-09-21 15:18:25:326
41.94482,-87.68107,0,0,2018-09-21 15:18:25:825
41.94482,-87.68107,0,0,2018-09-21 15:18:26:326
41.94482,-87.68107,0,0,2018-09-21 15:18:26:826
41.94482,-87.68107,0,0,2018-09-21 15:18:27:326
41.94482,-87.68107,0,0,2018-09-21 15:18:27:826
41.94482,-87.68107,0,0,2018-09-21 15:18:28:326
41.94482,-87.68107,0,0,2018-09-21 15:18:28:827
41.94482,-87.68107,0,0,2018-09-21 15:18:29:326
41.94482,-87.68107,0,0,2018-09-21 15:18:29:826
41.94482,-87.68107,0,0,2018-09-21 15:18:30:326
41.94482,-87.68107,0,0,2018-09-21 15:18:30:826
41.94482,-87.68107,0,0,2018-09-21 15:18:31:326
41.94482,-87.68107,0,0,2018-09-21 15:18:31:826
41.94482,-87.68107,0,0,2018-09-21 15:18:32:327
41.94482,-87.68107,0,0,2018-09-21 15:18:32:827
41.94482,-87.68107,0,0,2018-09-21 15:18:33:326
41.94482,-87.68107,0,0,2018-09-21 15:18:33:827
41.94482,-87.68107,0,0,2018-09-21 15:18:34:326
41.94482,-87.68107,0,0,2018-09-21 15:18:34:826
41.94482,-87.68107,0,0,2018-09-21 15:18:35:327
41.94482,-87.68107,0,0,2018-09-21 15:18:35:826
41.94482,-87.68107,0,0,2018-09-21 15:18:36:326
41.94482,-87.68107,0,0,2018-09-21 15:18:36:825
41.94482,-87.68107,0,0,2018-09-21 15:18:37:326
41.94482,-87.68107,0,0,2018-09-21 15:18:37:825
41.94482,-87.68107,0,0,2018-09-21 15:18:38:326
41.94482,-87.68107,0,0,2018-09-21 15:18:38:826
41.94482,-87.68107,0,0,2018-09-21 15:18:39:327
41.94386,-87.68147,4.9,269.4,2018-09-21 15:18:39:825
41.94386,-87.68147,4.9,269.4,2018-09-21 15:18:40:326
41.94384,-87.6815,5.4,269.7,2018-09-21 15:18:40:826
41.94384,-87.6815,5.4,269.7,2018-09-21 15:18:41:326
41.94383,-87.68154,5.7,266.7,2018-09-21 15:18:41:826
41.94383,-87.68154,5.7,266.7,2018-09-21 15:18:42:326
41.94382,-87.68158,6.1,263.8,2018-09-21 15:18:42:826
41.94382,-87.68158,6.1,263.8,2018-09-21 15:18:43:326
41.9438,-87.6816,4.6,261.9,2018-09-21 15:18:43:825
41.9438,-87.6816,4.6,261.9,2018-09-21 15:18:44:326
41.94378,-87.68162,4.6,260.6,2018-09-21 15:18:44:826
41.94378,-87.68162,4.6,260.6,2018-09-21 15:18:45:327
41.94377,-87.68164,4.5,260.2,2018-09-21 15:18:45:826
41.94377,-87.68164,4.5,260.2,2018-09-21 15:18:46:326
41.94375,-87.68167,4.9,260.6,2018-09-21 15:18:46:825
41.94375,-87.68167,4.9,260.6,2018-09-21 15:18:47:326
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:47:826
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:48:325
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:48:826
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:49:326
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:49:826
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:50:327
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:50:826
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:51:326
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:51:826
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:52:326
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:52:826
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:53:326
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:53:826
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:54:326
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:54:826
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:55:326
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:55:826
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:56:326
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:56:826
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:57:326
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:57:827
41.94373,-87.68169,5.1,260.5,2018-09-21 15:18:58:326
41.94318,-87.68166,4.3,215.2,2018-09-21 15:18:58:826
41.94318,-87.68166,4.3,215.2,2018-09-21 15:18:59:326
41.94319,-87.68162,2.7,214.1,2018-09-21 15:18:59:826
41.94319,-87.68162,2.7,214.1,2018-09-21 15:19:00:326
41.94316,-87.68162,3.3,211.5,2018-09-21 15:19:00:826
41.94316,-87.68162,3.3,211.5,2018-09-21 15:19:01:326
41.94315,-87.68162,2.9,212.5,2018-09-21 15:19:01:826
41.94315,-87.68162,2.9,212.5,2018-09-21 15:19:02:326
41.94315,-87.68162,2.9,212.5,2018-09-21 15:19:02:827
41.94315,-87.68162,2.9,212.5,2018-09-21 15:19:03:327
41.94315,-87.68162,2.9,212.5,2018-09-21 15:19:03:826
41.94315,-87.68162,2.9,212.5,2018-09-21 15:19:04:326
41.94314,-87.68156,2.7,175.5,2018-09-21 15:19:04:826
41.94314,-87.68156,2.7,175.5,2018-09-21 15:19:05:327
41.94314,-87.68156,2.7,175.5,2018-09-21 15:19:05:827
41.94314,-87.68156,2.7,175.5,2018-09-21 15:19:06:326
41.94314,-87.68156,2.7,175.5,2018-09-21 15:19:06:826
41.94314,-87.68156,2.7,175.5,2018-09-21 15:19:07:327
41.94312,-87.68156,4.3,202.7,2018-09-21 15:19:07:826
41.94312,-87.68156,4.3,202.7,2018-09-21 15:19:08:326
41.94312,-87.68158,3.6,218.3,2018-09-21 15:19:08:826
41.94312,-87.68158,3.6,218.3,2018-09-21 15:19:09:326
41.94311,-87.68161,3.9,229.7,2018-09-21 15:19:09:826
41.94311,-87.68161,3.9,229.7,2018-09-21 15:19:10:326
41.94281,-87.68157,7.2,193.8,2018-09-21 15:19:10:826
41.94281,-87.68157,7.2,193.8,2018-09-21 15:19:11:326
41.9428,-87.68157,7.4,193.5,2018-09-21 15:19:11:826
41.9428,-87.68157,7.4,193.5,2018-09-21 15:19:12:326
41.9428,-87.68151,6.1,169.8,2018-09-21 15:19:12:826
41.9428,-87.68151,6.1,169.8,2018-09-21 15:19:13:326
41.94279,-87.68148,6.6,181.3,2018-09-21 15:19:13:826
41.94279,-87.68148,6.6,181.3,2018-09-21 15:19:14:326
41.94277,-87.68146,6.4,177.7,2018-09-21 15:19:14:825
41.94277,-87.68146,6.4,177.7,2018-09-21 15:19:15:326
41.94277,-87.68142,5.8,177.6,2018-09-21 15:19:15:826
41.94277,-87.68142,5.8,177.6,2018-09-21 15:19:16:326
41.94276,-87.68138,6,175,2018-09-21 15:19:16:826
41.94276,-87.68138,6,175,2018-09-21 15:19:17:326
41.94275,-87.68137,6.3,174.1,2018-09-21 15:19:17:825
41.94275,-87.68137,6.3,174.1,2018-09-21 15:19:18:326
41.94273,-87.68135,6.8,178.8,2018-09-21 15:19:18:827
41.94273,-87.68135,6.8,178.8,2018-09-21 15:19:19:326
41.94273,-87.68132,5.4,174.9,2018-09-21 15:19:19:826
41.94273,-87.68132,5.4,174.9,2018-09-21 15:19:20:326
41.94288,-87.68082,9,99.1,2018-09-21 15:19:20:826
41.94288,-87.68082,9,99.1,2018-09-21 15:19:21:326
41.94287,-87.68083,5.5,141,2018-09-21 15:19:21:826
41.94287,-87.68083,5.5,141,2018-09-21 15:19:22:327
41.94298,-87.68101,2.7,194.7,2018-09-21 15:19:22:826
41.94298,-87.68101,2.7,194.7,2018-09-21 15:19:23:326
41.94298,-87.68101,2.7,194.7,2018-09-21 15:19:23:826
41.94298,-87.68101,2.7,194.7,2018-09-21 15:19:24:326
41.94294,-87.68103,3.6,214.5,2018-09-21 15:19:24:826
41.94294,-87.68103,3.6,214.5,2018-09-21 15:19:25:326
41.94291,-87.68103,3.2,202.6,2018-09-21 15:19:25:826
41.94291,-87.68103,3.2,202.6,2018-09-21 15:19:26:327
41.94289,-87.68101,2.5,201.6,2018-09-21 15:19:26:826
41.94289,-87.68101,2.5,201.6,2018-09-21 15:19:27:326
41.94288,-87.681,3.1,196.4,2018-09-21 15:19:27:826
41.94288,-87.681,3.1,196.4,2018-09-21 15:19:28:327
41.94287,-87.681,5.2,207.6,2018-09-21 15:19:28:826
41.94287,-87.681,5.2,207.6,2018-09-21 15:19:29:326
41.94286,-87.68101,5.1,219.2,2018-09-21 15:19:29:825
41.94286,-87.68101,5.1,219.2,2018-09-21 15:19:30:326
41.94286,-87.68103,4.8,227.8,2018-09-21 15:19:30:826
41.94286,-87.68103,4.8,227.8,2018-09-21 15:19:31:327
41.94304,-87.68127,6.9,273.5,2018-09-21 15:19:31:826
41.94304,-87.68127,6.9,273.5,2018-09-21 15:19:32:326
41.94305,-87.68131,7.7,270.5,2018-09-21 15:19:32:826
41.94305,-87.68131,7.7,270.5,2018-09-21 15:19:33:326
